ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,prize1,prize2,prize3,prize4,prize5,prize6,prize7,prize8,prize9,prize10,prize11,prize12,ic,Q3,Q5,Q7,Q9,Q11,Q13,Q15,Q17,Q35,Q37,Q40,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q43_6,Q43_7,Q43_8,Q43_9,Q42,nv_nz_61_15,nv_nz_61_20,nv_nz_61_25,nv_nz_61_30,nv_nz_61_35,nv_nz_61_45,nv_nz_61_50,nv_nz_61_55,nv_nz_61_60,nv_nz_61sp,nv_nz_84_20,nv_nz_84_30,nv_nz_84_40,nv_nz_84_50,nv_nz_84_60,nv_nz_84_65,nv_nz_84_70,nv_nz_84_75,nv_nz_84_80,nv_nz_84sp,nv_nz_107_35,nv_nz_107_45,nv_nz_107_60,nv_nz_107_75,nv_nz_107_85,nv_nz_107_90,nv_nz_107_95,nv_nz_107_100,nv_nz_107_105,nv_nz_107s,nv_z_61_15,nv_z_61_20,nv_z_61_25,nv_z_61_30,nv_z_61_35,nv_z_61_45,nv_z_61_50,nv_z_61_55,nv_z_61_60,nv_z_61s,nv_z_84_20,nv_z_84_30,nv_z_84_40,nv_z_84_50,nv_z_84_60,nv_z_84_65,nv_z_84_70,nv_z_84_75,nv_z_84_80,nv_z_84,nv_z_107_35,nv_z_107_45,nv_z_107_60,nv_z_107_75,nv_z_107_85,nv_z_107_90,nv_z_107_95,nv_z_107_100,nv_z_107_105,nv_z_107s,v_nz_61_15,v_nz_61_20,v_nz_61_25,v_nz_61_30,v_nz_61_35,v_nz_61_45,v_nz_61_50,v_nz_61_55,v_nz_61_60,v_nz_61s,v_nz_84_20,v_nz_84_30,v_nz_84_40,v_nz_84_50,v_nz_84_60,v_nz_84_65,v_nz_84_70,v_nz_84_75,v_nz_84_80,v_nz_84s,v_nz_107_35,v_nz_107_45,v_nz_107_60,v_nz_107_75,v_nz_107_85,v_nz_107_90,v_nz_107_95,v_nz_107_100,v_nz_107_105,v_nz_107,v_z_61_15,v_z_61_20,v_z_61_25,v_z_61_30,v_z_61_35,v_z_61_45,v_z_61_50,v_z_61_55,v_z_61_60,v_z_61s,v_z_84_20,v_z_84_30,v_z_84_40,v_z_84_50,v_z_84_60,v_z_84_65,v_z_84_70,v_z_84_75,v_z_84_80,v_z_84s,v_z_107_35,v_z_107_45,v_z_107_60,v_z_107_75,v_z_107_85,v_z_107_90,v_z_107_95,v_z_107_100,v_z_107_105,v_z_107,Q55,rs_1_1,rs_2_1,rs_3_1,rb_1_1,rb_2_1,rb_3_1,sorbet,decide,conf,what_conf,reader,age,gender,edu,race_1,race_2,race_3,race_4,race_5,race_6,race_7,comments,thanks,LocationLatitude,LocationLongitude,LocationAccuracy
R_x40nnupfXblalJT,Default Response Set,Anonymous,,,128.6.37.166,0,10/26/2015 12:14,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,56 dollars in 8 days,84 dollars in 11 days,112 dollars in 28 days,60 dollars in 8 days,0 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,3,3,3,1,,1,what exactly to pick every time / ,READER,2,1,2,,,,1,,,,,1,40.55160522,-74.46369934,-1
R_z3kjH8qq9Jf27rH,Default Response Set,Anonymous,,,128.6.37.176,0,10/26/2015 12:14,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,64 dollars in 8 days,84 dollars in 11 days,112 dollars in 28 days,57 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,73,94,100,,,,1,"If there was a significantly higher amount of money to be made, I chose to wait longer to get it. If it wasn't a big difference, I chose to get the money right away.",2,,READER,2,1,3,1,,,,,,,,1,40.55160522,-74.46369934,-1
R_11ivDwiCadHOHUn,Default Response Set,Anonymous,,,128.6.37.71,0,10/26/2015 12:14,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,60 dollars in 8 days,84 dollars in 11 days,102 dollars in 28 days,0 dollars in 8 days,89 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,,,,52,100,40,1,By looking at the difference.,2,,READER,2,1,4,,,,1,,,,,1,40.55160522,-74.46369934,-1
R_3DpysMd6tehlOUs,Default Response Set,Anonymous,,,128.6.36.237,0,10/26/2015 12:14,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,56 dollars in 8 days,88 dollars in 11 days,102 dollars in 28 days,60 dollars in 8 days,89 dollars in 11 days,112 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87,88,89,,,,1,Amount of payoff vs time until payoff,2,,Reader,5,1,4,1,,,,,,,No,1,40.48350525,-74.44319916,-1
R_XGLUVbeNzA1Ilax,Default Response Set,Anonymous,,,128.6.36.126,0,10/26/2015 12:14,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,61 dollars in 8 days,86 dollars in 11 days,110 dollars in 28 days,65 dollars in 8 days,0 dollars in 11 days,112 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,78,49,19,1,if there was a higher chance of me winning more money I would be more willing to wait a few extra days for the money ,1,The cents and dollars thing was slightly confusing ,READER,2,2,2,,,,1,,,,,1,40.48350525,-74.44319916,-1
R_3qVT5amqBZyPRet,Default Response Set,Anonymous,,,128.6.37.232,0,10/26/2015 12:14,10/26/2015 12:27,1,107 cents today,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,,0 dollars in 28 days,61 dollars in 8 days,,112 dollars in 28 days,,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,75,73,81,1,"Return on investment, probability of success, chance of winning larger than money offered",1,"Some parts always had $ values greater than money offered, seemed kind of obvious to select the one that had a higher ROI",10,2,1,2,1,,1,,,,,,1,40.55160522,-74.46369934,-1
R_1E0sp2GNviKPXHN,Default Response Set,Anonymous,,,128.6.36.219,0,10/26/2015 12:14,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,107 dollars in 28 days,56 dollars in 8 days,83 dollars in 11 days,109 dollars in 28 days,0 dollars in 8 days,82 dollars in 11 days,112 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,14,22,,,,1,How much money I could have received ,2,,READER,3,2,3,1,,,,,,,n/a,1,40.48350525,-74.44319916,-1
R_3phTHCcSzTl8USc,Default Response Set,Anonymous,,,128.6.36.129,0,10/26/2015 12:14,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,65 dollars in 8 days,84 dollars in 11 days,102 dollars in 28 days,65 dollars in 8 days,82 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,11,45,67,1,,2,,READER,2,1,3,,,,1,,,,Nope.,1,40.48350525,-74.44319916,-1
R_pSOn7hig1nD40j7,Default Response Set,Anonymous,,,128.6.36.149,0,10/26/2015 12:13,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,107 dollars in 28 days,64 dollars in 8 days,86 dollars in 11 days,102 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,51,66,16,1,"I went with what seemed to give me the most money and what amount I was willing to risk in order to gain money. I did not realize at first that sometimes the spinner said cents and sometimes it was dollars, though.",2,,READER,2,2,3,1,,,,,,,,1,40.48350525,-74.44319916,-1
R_25Giu0vItnzI2LB,Default Response Set,Anonymous,,,128.6.36.242,0,10/26/2015 12:14,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,107 dollars in 28 days,64 dollars in 8 days,84 dollars in 11 days,106 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,,,,,1,1,1,1,1,1,,,,,,1,1,1,1,1,,,,,,,1,1,1,1,,,,,1,1,1,1,1,1,,,,,,1,1,1,1,1,,,,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,,,,,1,1,1,1,1,1,,,,,,1,1,1,1,1,,,,,,1,1,1,1,1,,,,,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,,,,,,1,1,1,1,1,1,,,,50,87,22,1,Time,2,,READER,2,1,4,,,,1,,,,None,1,40.48350525,-74.44319916,-1
R_1DoExinCoPUA43e,Default Response Set,Anonymous,,,128.6.37.9,0,10/26/2015 12:14,10/26/2015 12:27,1,61 dollars in 8 days,,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,,,106 dollars in 28 days,61 dollars in 8 days,82 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,,1,,,,,2,,,1,,,,,,,,,,1,,,,,,,,1,2,1,,,,,1,,,,2,1,,,,,,,1,,2,1,,,,,1,1,,,2,1,,,,,1,,,,2,1,,,,,,,2,2,1,1,,,1,1,2,,2,,1,1,,,,,,,,1,2,1,2,,,,,,,,1,1,,,,,,1,,,2,1,,,2,,,,,,1,1,1,42,42,45,,,,1,,1,,,3,2,4,,,,1,,,,,1,40.55160522,-74.46369934,-1
R_2XgFgP8bKAhUbAj,Default Response Set,Anonymous,,,128.6.36.101,0,10/26/2015 12:14,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,56 dollars in 8 days,84 dollars in 11 days,105 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,0,,,,1,"if the amount on the wheel was greater than the dollar amounts listed in the left hand column of the table 100% of the time, then i would spin and recieve payment later for every option ",1,"the entire concept of the spinning wheel game i did not fully understand, feel like i did it wrong ",reader ,2,2,4,1,,,,,,,,1,40.48350525,-74.44319916,-1
R_2xDh5dNDLpB77t2,Default Response Set,Anonymous,,,128.6.37.33,0,10/26/2015 12:14,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,56 dollars in 8 days,86 dollars in 11 days,106 dollars in 28 days,0 dollars in 8 days,82 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,,,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,17,17,,,,1,Made decision based on money,2,,READER,2,1,3,,,,1,,,,no,1,40.55160522,-74.46369934,-1
R_2BniQsN405rURly,Default Response Set,Anonymous,,,128.6.37.243,0,10/26/2015 12:13,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,107 dollars in 28 days,62 dollars in 8 days,88 dollars in 11 days,105 dollars in 28 days,60 dollars in 8 days,84 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,88,71,48,1,For the wheel I used the expected value to determine which result should yield more money,2,,READER,2,1,3,1,,,,,,,,1,40.55160522,-74.46369934,-1
R_Bxq8b7A1HBTyVPj,Default Response Set,Anonymous,,,128.6.36.233,0,10/26/2015 12:13,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,56 dollars in 8 days,84 dollars in 11 days,106 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,20,8,1,,,,1,Average winnings when spinning the wheel,2,,READER,2,1,2,1,,,,,,,,1,40.48350525,-74.44319916,-1
R_ulyp4RudAsRrSZX,Default Response Set,Anonymous,,,128.6.37.178,0,10/26/2015 12:22,10/26/2015 12:27,1,61 dollars in 8 days,,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,62 dollars in 8 days,78 dollars in 11 days,,0 dollars in 8 days,,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,1,1,1,,,,100,100,100,1,,1,"i dont know what you mean by the difference between the two times, ofcourse they are different ",,2,1,3,1,,,,,,,,1,40.55160522,-74.46369934,-1
R_9NqhbO4wqd0J6fv,Default Response Set,Anonymous,,,128.6.37.190,0,10/26/2015 12:14,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,62 dollars in 8 days,87 dollars in 11 days,106 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,,,,70,66,61,1,Loosely based on the time value of money and probability of making money,2,,10,3,1,3,1,,,,,,,,1,40.55160522,-74.46369934,-1
R_2qpEkWWKB4BuLPl,Default Response Set,Anonymous,,,128.6.36.223,0,10/26/2015 12:14,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,61 dollars in 8 days,87 dollars in 11 days,112 dollars in 28 days,0 dollars in 8 days,82 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,65,10,4,1,i would see what the loss was and if it was worth the gamble,2,,READER,2,2,3,,,,1,,,,,1,40.48350525,-74.44319916,-1
R_DV701sK5SVm4Sqd,Default Response Set,Anonymous,,,128.6.36.155,0,10/26/2015 12:14,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,82 dollars in 11 days,105 dollars in 28 days,65 dollars in 8 days,89 dollars in 11 days,112 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,49,49,,,,1,randomly ,2,,reader,2,2,4,,,,1,,,,,1,40.48350525,-74.44319916,-1
R_eqB7YtYbzEPaWyd,Default Response Set,Anonymous,,,128.6.37.121,0,10/26/2015 12:14,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,61 dollars in 8 days,78 dollars in 11 days,102 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,,,,45,49,47,1,"If there's no 0 on the wheel, I chose the second row.",2,,READER,2,2,4,,,,1,,,,,1,40.55160522,-74.46369934,-1
R_1ozf3Ute94sAvcA,Default Response Set,Anonymous,,,128.6.37.65,0,10/26/2015 12:14,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,107 dollars in 28 days,65 dollars in 8 days,78 dollars in 11 days,106 dollars in 28 days,61 dollars in 8 days,82 dollars in 11 days,106 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,9,9,9,,,,1,"If it said cents, then I was always better off choosing the dollar amount rather than spinning the wheel. If the wheel had all possible dollar choice, I chose to spin only for the less options.",1,The directions in the beginning,READER,2,2,5,1,,,,,,,,1,40.55160522,-74.46369934,-1
R_24CPoet5bJhUfAB,Default Response Set,Anonymous,,,128.6.37.52,0,10/26/2015 12:14,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,56 dollars in 8 days,78 dollars in 11 days,110 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,5,,,,1,I decided whether the difference between the dollar amounts was worth spinning the wheel or not,2,,15 minutes,2,1,4,1,,,,,,,NO,1,40.55160522,-74.46369934,-1
R_WeWiFoD2TUgiU13,Default Response Set,Anonymous,,,128.6.37.245,0,10/26/2015 12:13,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,64 dollars in 8 days,84 dollars in 11 days,102 dollars in 28 days,0 dollars in 8 days,82 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,77,53,32,,,,1,Which option gave me the elast amount of risk and the best possible reward.,2,,READER,2,1,3,1,,,,,,,,1,40.55160522,-74.46369934,-1
